PUB ID,Publication Year,Author List,Title,Journal,DOI,Url
PUB338,2022,"Jiang, Rong; Hauser, Elizabeth R.; Kwee, Lydia Coulter; Shah, Svati H.; Regan, Jessica A.; Huebner, Janet L.; Kraus, Virginia B.; Kraus, William E.; Ward-Caviness, Cavin K.",The association of accelerated epigenetic age with all-cause mortality in cardiac catheterization patients as mediated by vascular and cardiometabolic outcomes,Clinical Epigenetics,10.1186/s13148-022-01380-x,https://doi.org/10.1186/s13148-022-01380-x
PUB339,2023,"Jain, Purva; Binder, Alexandra; Chen, Brian; Parada, Humberto, Jr.; Gallo, LindaˇC; Alcaraz, John; Horvath, Steve; Bhatti, Parveen; Whitsel, EricˇA; Jordahl, Kristina; Baccarelli, AndreaˇA; Hou, Lifang; Stewart, JamesˇD; Li, Yun; LaMonte, MichaelˇJ; Manson, JoAnnˇE; LaCroix, AndreaˇZ",The Association of Epigenetic Age Acceleration and Multimorbidity at Age 90 in the Women's Health Initiative,The Journals of Gerontology: Series A,10.1093/gerona/glac190,https://doi.org/10.1093/gerona/glac190
PUB340,2022,"Hernandez Cordero, Ana I.; Yang, Chen Xi; Li, Xuan; Yang, Julia; Shaipanich, Tawimas; MacIsaac, Julie L.; Lin, David T. S.; Kobor, Michael S.; Horvath, Steve; Man, Shu Fan Paul; Sin, Don D.; Leung, Janice M.",The Blood DNA Methylation Clock GrimAge Is a Robust Surrogate for Airway Epithelia Aging,Biomedicines,10.3390/biomedicines10123094,https://www.mdpi.com/2227-9059/10/12/3094
PUB341,2022,"Bozack, Anne K; Boileau, Philippe; Hubbard, Alan E; SillÇ, Fenna C M; Ferreccio, Catterina; Steinmaus, Craig M; Smith, Martyn T; Cardenas, Andres",The impact of prenatal and early-life arsenic exposure on epigenetic age acceleration among adults in Northern Chile,Environmental Epigenetics,10.1093/eep/dvac014,https://doi.org/10.1093/eep/dvac014
PUB342,2022,"Cordero, Ana I. Hern†ndez; Yang, Chen Xi; Yang, Julia; Li, Xuan; Horvath, Steve; Shaipanich, Tawimas; MacIsaac, Julia; Lin, David; McEwen, Lisa; Kobor, Michael S.; Guillemi, Silvia; Harris, Marianne; Lam, Wan; Lam, Stephen; Obeidat, Ma'en; Novak, Richard M.; Hudson, Fleur; Klinker, Hartwig; Dharan, Nila; Montaner, Julio; Man, S. F. Paul; Kunisaki, Ken; Sin, Don D.; Leung, Janice M.; Baker, J. V.; Duprez, D.; Carr, A.; Hoy, J.; Dolan, M.; Telenti, A.; Grady, C.; Matthews, G.; Rockstroh, J.; Belloso, W. H.; Kagan, J. M.; Wright, E.; Brew, B.; Price, R. W.; Robertson, K.; Cysique, L.; Kunisaki, K. M.; Connett, J. E.; Niewoehner, D. E.; Committee, Endpoint Review; Lifson, A.; Belloso, W. H.; Davey, R. T.; Duprez, D.; Gatell, J. M.; Hoy, J.; Pedersen, C.; Price, R. W.; Prineas, R.; Worley, J.","The relationship between the epigenetic aging biomarker ""grimage"" and lung function in both the airway and blood of people living with HIV: An observational cohort study",eBioMedicine,10.1016/j.ebiom.2022.104206,https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(22)00388-7/fulltext
PUB343,2022,"KankaanpÑÑ, Anna; Tolvanen, Asko; Heikkinen, Aino; Kaprio, Jaakko; Ollikainen, Miina; SillanpÑÑ, Elina",The role of adolescent lifestyle habits in biological aging: A prospective twin study,eLife,10.7554/eLife.80729,https://doi.org/10.7554/eLife.80729
PUB344,2022,"Clement, James; Yan, Qi; Agrawal, Megha; Coronado, Ramon E.; Sturges, John A.; Horvath, Markus; Lu, Ake T.; Brooke, Robert T.; Horvath, Steve",Umbilical cord plasma concentrate has beneficial effects on DNA methylation GrimAge and human clinical biomarkers,Aging Cell,10.1111/acel.13696,https://onlinelibrary.wiley.com/doi/abs/10.1111/acel.13696
PUB345,2023,"Cabrera-Mendoza, Brenda; Stertz, Laura; Najera, Katherine; Selvaraj, Sudhakar; Teixeira, Antonio L.; Meyer, Thomas D.; Fries, Gabriel R.; Walss-Bass, Consuelo",Within subject cross-tissue analyzes of epigenetic clocks in substance use disorder postmortem brain and blood,American Journal of Medical Genetics Part B: Neuropsychiatric Genetics,10.1002/ajmg.b.32920,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajmg.b.32920
PUB346,2021,"Joyce, Brian T.; Gao, Tao; Zheng, Yinan; Ma, Jiantao; Hwang, Shih-Jen; Liu, Lei; Nannini, Drew; Horvath, Steve; Lu, Ake T.; Bai Allen, Norrina; Jacobs, David R.; Gross, Myron; Krefman, Amy; Ning, Hongyan; Liu, Kiang; Lewis, Cora E.; Schreiner, Pamela J.; Sidney, Stephen; Shikany, James M.; Levy, Daniel; Greenland, Philip; Hou, Lifang; Lloyd-Jones, Donald",Epigenetic Age Acceleration Reflects Long-Term Cardiovascular Health,Circulation Research,10.1161/CIRCRESAHA.121.318965,https://www.ahajournals.org/doi/10.1161/CIRCRESAHA.121.318965
PUB347,2022,"Huan, Tianxiao; Nguyen, Steve; Colicino, Elena; Ochoa-Rosales, Carolina; Hill, W. David; Brody, Jennifer A.; Soerensen, Mette; Zhang, Yan; Baldassari, Antoine; Elhadad, Mohamed Ahmed; Toshiko, Tanaka; Zheng, Yinan; Domingo-Relloso, Arce; Lee, Dong Heon; Ma, Jiantao; Yao, Chen; Liu, Chunyu; Hwang, Shih-Jen; Joehanes, Roby; Fornage, Myriam; Bressler, Jan; van Meurs, Joyce B.J.; Debrabant, Birgit; Mengel-From, Jonas; Hjelmborg, Jacob; Christensen, Kaare; Vokonas, Pantel; Schwartz, Joel; Gahrib, Sina A.; Sotoodehnia, Nona; Sitlani, Colleen M.; Kunze, Sonja; Gieger, Christian; Peters, Annette; Waldenberger, Melanie; Deary, Ian J.; Ferrucci, Luigi; Qu, Yishu; Greenland, Philip; Lloyd-Jones, Donald M.; Hou, Lifang; Bandinelli, Stefania; Voortman, Trudy; Hermann, Brenner; Baccarelli, Andrea; Whitsel, Eric; Pankow, James S.; Levy, Daniel",Integrative analysis of clinical and epigenetic biomarkers of mortality,Aging Cell,10.1111/acel.13608,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9197414/
PUB348,2021,"Hern†ndez Cordero, Ana I.; Yang, Chen Xi; Li, Xuan; Milne, Stephen; Chen, Virginia; Hollander, Zsuzsanna; Ng, Raymond; Criner, Gerard J.; Woodruff, Prescott G.; Lazarus, Stephen C.; Connett, John E.; Han, MeiLan K.; Martinez, Fernando J.; Reed, Robert M.; Man, S. F. Paul; Leung, Janice M.; Sin, Don D.",Epigenetic marker of telomeric age is associated with exacerbations and hospitalizations in chronic obstructive pulmonary disease,Respiratory Research,10.1186/s12931-021-01911-9,https://doi.org/10.1186/s12931-021-01911-9
PUB349,2021,"Piniewska-R¢g, Danuta; Heidegger, Antonia; Po?piech, Ewelina; Xavier, Catarina; Pisarek, Aleksandra; Jarosz, Agata; Wo?niak, Anna; Wojtas, Marta; Phillips, Christopher; Kayser, Manfred; Parson, Walther; Branicki, Wojciech; the VISAGE Consortium",Impact of excessive alcohol abuse on age prediction using the VISAGE enhanced tool for epigenetic age estimation in blood,International Journal of Legal Medicine,10.1007/s00414-021-02665-1,https://doi.org/10.1007/s00414-021-02665-1
PUB350,2021,"Wolf, Erika J.; Zhao, Xiang; Hawn, Sage E.; Morrison, Filomene G.; Zhou, Zhenwei; Fein-Schaffer, Dana; Huber, Bertrand; Miller, Mark W.; Logue, Mark W.",Gene expression correlates of advanced epigenetic age and psychopathology in postmortem cortical tissue,Neurobiology of Stress,10.1016/j.ynstr.2021.100371,https://www.sciencedirect.com/science/article/pii/S2352289521000795
PUB351,2023,"Murthy, Megha; Shireby, Gemma; Miki, Yasuo; VirÇ, Emmanuelle; Lashley, Tammaryn; Warner, Thomas T.; Mill, Jonathan; Bettencourt, Conceiá∆o",Epigenetic age acceleration is associated with oligodendrocyte proportions in MSA and control brain tissue,Neuropathology and Applied Neurobiology,10.1111/nan.12872,https://onlinelibrary.wiley.com/doi/abs/10.1111/nan.12872
